dog_id,hs_condition
58016,303
99570,303
4381,303
15685,303
17563,303
30689,303
68210,303
88401,303
21207,305
85003,305
87190,305
45177,306
23924,306
28447,306
24786,306
93443,306
17267,306
57729,306
90575,307
2279,307
86847,309
3411,310
12949,310
102103,310
72978,310
7694,310
63430,310
95337,310
86621,310
82174,310
36710,310
3786,310
36516,310
9037,311
92009,311
30018,313
100235,313
57700,313
470,313
12954,313
46169,313
52893,313
